feature,importance,fold
POLICY_Coverage_Deductible_if_applied_MEAN,47347991928.0,1
POLICY_Coverage_Deductible_if_applied_SUM,5680406192.0,1
POLICY_plia_acc_MAX,947109100.0,1
POLICY_plia_acc_MEAN,0.0,1
POLICY_Main_Insurance_Coverage_Group_車損_MEAN,36668199992.0,1
POLICY_iply_area_area_15_MEAN,0.0,1
POLICY_Imported_or_Domestic_Car_index_30_MEAN,7135931336.0,1
POLICY_Insurance_Coverage_12L_MEAN,4973032064.0,1
POLICY_Premium_MAX,11266347208.0,1
POLICY_Premium_MEAN,42247177036.0,1
POLICY_Premium_SUM,1300704936588.0,1
POLICY_Insurance_Coverage_10A_MEAN,9956118016.0,1
POLICY_Insurance_Coverage_14E_MEAN,4068817240.0,1
POLICY_Insurance_Coverage_05N_MEAN,10611156992.0,1
POLICY_Insurance_Coverage_18I_MEAN,0.0,1
POLICY_Manafactured_Year_and_Month_MAX,56262672816.0,1
POLICY_Imported_or_Domestic_Car_index_40_MEAN,4187811008.0,1
POLICY_Insurance_Coverage_55J_MEAN,18629163192.0,1
POLICY_Insurance_Coverage_05E_MEAN,42837808644.0,1
POLICY_Insurance_Coverage_01A_MEAN,7147404528.0,1
POLICY_Policy_days_from_dbirth_MEAN,100197243708.0,1
POLICY_Insurance_Coverage_16G_MEAN,2421462484.0,1
POLICY_Insurance_Coverage_06F_MEAN,2455063968.0,1
POLICY_Policy_days_from_ibirth_MEAN,106267927516.0,1
POLICY_Imported_or_Domestic_Car_index_90_MEAN,0.0,1
POLICY_iply_area_area_12_MEAN,0.0,1
POLICY_Insurance_Coverage_15F_MEAN,1601744032.0,1
POLICY_Insurance_Coverage_15O_MEAN,2156132992.0,1
POLICY_Insurance_Coverage_65K_MEAN,0.0,1
POLICY_Insurance_Coverage_27I_MEAN,0.0,1
POLICY_iply_area_area_2_MEAN,8681131360.0,1
POLICY_Manafactured_Year_and_Month_diff_MAX,6674799912.0,1
POLICY_qpt_MAX,7819613448.0,1
POLICY_qpt_MEAN,0.0,1
POLICY_Insurance_Coverage_41N_MEAN,0.0,1
POLICY_Multiple_Products_with_TmNewa_(Yes_or_No?)_MAX,11056352324.0,1
POLICY_Multiple_Products_with_TmNewa_(Yes_or_No?)_MEAN,0.0,1
POLICY_Multiple_Products_with_TmNewa_(Yes_or_No?)_SUM,28080389756.0,1
POLICY_Insurance_Coverage_07P_MEAN,356392992.0,1
POLICY_Insurance_Coverage_33O_MEAN,310236000.0,1
POLICY_iply_area_area_16_MEAN,0.0,1
POLICY_Imported_or_Domestic_Car_index_50_MEAN,0.0,1
POLICY_fassured_cat_1_MEAN,0.0,1
POLICY_Engine_Displacement_(Cubic_Centimeter)_MAX,109262094368.0,1
POLICY_Insurance_Coverage_29K_MEAN,9763702008.0,1
POLICY_Insurance_Coverage_41E_MEAN,0.0,1
POLICY_Insurance_Coverage_47B_MEAN,0.0,1
POLICY_Insurance_Coverage_25G_MEAN,0.0,1
POLICY_pdmg_acc_MAX,46935042104.0,1
POLICY_pdmg_acc_MEAN,6088940032.0,1
POLICY_Main_Insurance_Coverage_Group_車責_MEAN,22372336664.0,1
POLICY_Insurance_Coverage_04M_MEAN,6814724000.0,1
POLICY_Insurance_Coverage_08H_MEAN,453827984.0,1
POLICY_Insurance_Coverage_16P_MEAN,2502941984.0,1
POLICY_Insurance_Coverage_09@_MEAN,23054084944.0,1
POLICY_Replacement_cost_of_insured_vehicle_MAX,185300751640.0,1
POLICY_Replacement_cost_of_insured_vehicle_MEAN,3178788960.0,1
POLICY_Replacement_cost_of_insured_vehicle_SUM,149293304630.0,1
POLICY_Insurance_Coverage_02K_MEAN,6140097888.0,1
POLICY_iply_area_area_4_MEAN,585825984.0,1
POLICY_Insurance_Coverage_40M_MEAN,0.0,1
POLICY_Insurance_Coverage_57L_MEAN,653226016.0,1
POLICY_Insurance_Coverage_51O_MEAN,0.0,1
POLICY_Insurance_Coverage_20K_MEAN,9970321844.0,1
POLICY_iply_area_area_9_MEAN,498212992.0,1
POLICY_COUNT,4311632236.0,1
POLICY_CURR_New_Insured_Amount_max_MAX,0.0,1
POLICY_CURR_New_Insured_Amount_max_MEAN,7540747072.0,1
POLICY_CURR_New_Insured_Amount_max_SUM,0.0,1
POLICY_CURR_Insured_Amount1_MAX,259020992.0,1
POLICY_CURR_Insured_Amount1_MEAN,23694550784.0,1
POLICY_CURR_Insured_Amount1_SUM,4325914816.0,1
POLICY_CURR_Deductible_calc_MAX,4494431072.0,1
POLICY_CURR_Deductible_calc_MEAN,14203427808.0,1
POLICY_CURR_Deductible_calc_SUM,4995369152.0,1
POLICY_CURR_Insured_Amount3_MAX,0.0,1
POLICY_CURR_Insured_Amount3_MEAN,612887008.0,1
POLICY_CURR_Insured_Amount3_SUM,0.0,1
POLICY_CURR_Insured_to_Premium_ratio_MAX,119713968340.0,1
POLICY_CURR_Insured_to_Premium_ratio_MEAN,67684865412.0,1
POLICY_CURR_Insured_Amount2_MAX,2172209952.0,1
POLICY_CURR_Insured_Amount2_MEAN,10288141920.0,1
POLICY_CURR_Insured_Amount2_SUM,879009984.0,1
POLICY_CURR_Premium_MAX,1541392960.0,1
POLICY_CURR_Premium_MEAN,21057009920.0,1
POLICY_CURR_Premium_SUM,5165215796360.0,1
POLICY_EX_00I_Premium_MAX,60261403656.0,1
POLICY_EX_00I_Premium_SUM,49124596692.0,1
POLICY_EX_55J_Premium_MAX,68668095008.0,1
POLICY_EX_55J_Premium_SUM,77182915812.0,1
POLICY_EX_02K_Premium_MAX,52764136088.0,1
POLICY_EX_02K_Premium_SUM,226487546248.0,1
POLICY_EX_45@_Premium_MAX,28714119720.0,1
POLICY_EX_45@_Premium_SUM,565448218984.0,1
POLICY_EX_04M_Premium_MAX,66213838744.0,1
POLICY_EX_04M_Premium_SUM,1059105202060.0,1
POLICY_EX_14N_Premium_MAX,0.0,1
POLICY_EX_14N_Premium_SUM,226319869000.0,1
POLICY_EX_51O_Premium_MAX,80376749436.0,1
POLICY_EX_51O_Premium_SUM,3319631881372.0,1
POLICY_EX_16G_Premium_MAX,55023033012.0,1
POLICY_EX_16G_Premium_SUM,54594701188.0,1
POLICY_EX_16P_Premium_MAX,90434019376.0,1
POLICY_EX_16P_Premium_SUM,35276926324.0,1
POLICY_EX_05N_Premium_MAX,7600089888.0,1
POLICY_EX_05N_Premium_SUM,1455751800552.0,1
CLAIM_Coverage_16P_MEAN,11958354860.0,1
CLAIM_Marital_Status_of_Driver_stat_2_MEAN,2279157076.0,1
CLAIM_Driver_days_from_accident_MEAN,36675080400.0,1
CLAIM_Cause_of_Loss_cause_2_MEAN,11327461936.0,1
CLAIM_Coverage_00I_MEAN,12510508048.0,1
CLAIM_Coverage_02K_MEAN,2116385536.0,1
CLAIM_Driver's_Relationship_with_Insured_rls_4_MEAN,0.0,1
CLAIM_Coverage_20B_MEAN,636072892.0,1
CLAIM_Paid_Loss_Amount_MEAN,43044795496.0,1
CLAIM_Paid_Loss_Amount_MAX,47681924424.0,1
CLAIM_Paid_Loss_Amount_SUM,63903649240.0,1
CLAIM_Coverage_41E_MEAN,0.0,1
CLAIM_Coverage_45@_MEAN,720996984.0,1
CLAIM_Driver's_Gender_MEAN,3478960992.0,1
CLAIM_Cause_of_Loss_cause_5_MEAN,0.0,1
CLAIM_Driver's_Relationship_with_Insured_rls_5_MEAN,6940178752.0,1
CLAIM_Nature_of_the_claim_MEAN,0.0,1
CLAIM_Nature_of_the_claim_MAX,0.0,1
CLAIM_At_Fault?_MAX,3386813056.0,1
CLAIM_At_Fault?_MEAN,6097195564.0,1
CLAIM_At_Fault?_SUM,8659985336.0,1
CLAIM_paid_Expenses_Amount_MAX,8359602872.0,1
CLAIM_paid_Expenses_Amount_MEAN,4241028816.0,1
CLAIM_paid_Expenses_Amount_SUM,9602857000.0,1
CLAIM_Cause_of_Loss_cause_1_MEAN,2267632464.0,1
CLAIM_Coverage_04M_MEAN,1092892000.0,1
CLAIM_Driver's_Relationship_with_Insured_rls_1_MEAN,1451379968.0,1
CLAIM_Driver's_Relationship_with_Insured_rls_2_MEAN,199081296.0,1
CLAIM_Deductible_MAX,3823744992.0,1
CLAIM_number_of_claimants_MAX,3209284032.0,1
CLAIM_number_of_claimants_MEAN,5099458928.0,1
CLAIM_number_of_claimants_SUM,8088964032.0,1
CLAIM_Salvage_or_Subrogation?_MAX,1104707608.0,1
CLAIM_Salvage_or_Subrogation?_MEAN,2677293056.0,1
CLAIM_Salvage_or_Subrogation?_SUM,2566119024.0,1
CLAIM_Driver_days_from_birth_MEAN,19164172936.0,1
CLAIM_Cause_of_Loss_cause_4_MEAN,4223676496.0,1
CLAIM_Coverage_07P_MEAN,291403008.0,1
CLAIM_Coverage_55J_MEAN,5984174520.0,1
CLAIM_Coverage_16G_MEAN,6420249984.0,1
CLAIM_Driver's_Relationship_with_Insured_rls_6_MEAN,268054000.0,1
CLAIM_Coverage_05E_MEAN,204903008.0,1
CLAIM_Coverage_51O_MEAN,231950792.0,1
CLAIM_Marital_Status_of_Driver_stat_1_MEAN,0.0,1
CLAIM_Driver's_Relationship_with_Insured_rls_3_MEAN,7946915968.0,1
CLAIM_Cause_of_Loss_cause_0_MEAN,25900142796.0,1
CLAIM_Coverage_20K_MEAN,0.0,1
CLAIM_COUNT,139284000.0,1
CLAIM_NUNIQUE_COUNT,2835997016.0,1
POLICY_lia_class_MAX,26946809844.0,2
POLICY_lia_class_MEAN,0.0,2
POLICY_Insurance_Coverage_18@_MEAN,9677651992.0,2
POLICY_New_Insured_Amount_max_MAX,15656397850.0,2
POLICY_New_Insured_Amount_max_MEAN,50243080560.0,2
POLICY_New_Insured_Amount_max_SUM,39710678096.0,2
POLICY_Imported_or_Domestic_Car_index_20_MEAN,0.0,2
POLICY_Insurance_Coverage_26H_MEAN,36939100.0,2
POLICY_iply_area_area_14_MEAN,0.0,2
POLICY_Insurance_Coverage_29B_MEAN,3444202944.0,2
POLICY_Insurance_Coverage_20B_MEAN,0.0,2
POLICY_Main_Insurance_Coverage_Group_竊盜_MEAN,42399274064.0,2
POLICY_Insurance_Coverage_14N_MEAN,8314922112.0,2
POLICY_Insured_Amount1_MAX,11465387464.0,2
POLICY_Insured_Amount1_MEAN,43806515304.0,2
POLICY_Insured_Amount1_SUM,25833928500.0,2
POLICY_Insurance_Coverage_45@_MEAN,146968000.0,2
POLICY_Imported_or_Domestic_Car_index_10_MEAN,1741122016.0,2
POLICY_Insurance_Coverage_42F_MEAN,0.0,2
POLICY_iply_area_area_8_MEAN,0.0,2
POLICY_Deductible_calc_MAX,43901151280.0,2
POLICY_Deductible_calc_MEAN,22844594392.0,2
POLICY_Deductible_calc_SUM,34505465420.0,2
POLICY_Insured_Amount3_MAX,0.0,2
POLICY_Insured_Amount3_MEAN,2850459712.0,2
POLICY_Insured_Amount3_SUM,1763580960.0,2
POLICY_Insurance_Coverage_03L_MEAN,9105728016.0,2
POLICY_Insured_Amount2_MAX,3915811268.0,2
POLICY_Insured_Amount2_MEAN,31286716920.0,2
POLICY_Insured_Amount2_SUM,22275212144.0,2
POLICY_fassured_cat_0_MEAN,0.0,2
POLICY_iply_area_area_5_MEAN,0.0,2
POLICY_iply_area_area_0_MEAN,2786585920.0,2
POLICY_Insurance_Coverage_00I_MEAN,10900182016.0,2
POLICY_Coverage_Deductible_if_applied_MAX,1333046992.0,2
POLICY_Coverage_Deductible_if_applied_MEAN,32615597688.0,2
POLICY_Coverage_Deductible_if_applied_SUM,11818797936.0,2
POLICY_plia_acc_MAX,288246100.0,2
POLICY_plia_acc_MEAN,0.0,2
POLICY_Main_Insurance_Coverage_Group_車損_MEAN,15620793736.0,2
POLICY_iply_area_area_15_MEAN,0.0,2
POLICY_Imported_or_Domestic_Car_index_30_MEAN,18591319808.0,2
POLICY_Insurance_Coverage_12L_MEAN,0.0,2
POLICY_Premium_MAX,9330476492.0,2
POLICY_Premium_MEAN,17266485440.0,2
POLICY_Premium_SUM,831846559780.0,2
POLICY_Insurance_Coverage_10A_MEAN,7316492256.0,2
POLICY_Insurance_Coverage_14E_MEAN,2684114944.0,2
POLICY_Insurance_Coverage_05N_MEAN,4690063856.0,2
POLICY_Insurance_Coverage_18I_MEAN,0.0,2
POLICY_Manafactured_Year_and_Month_MAX,31721655016.0,2
POLICY_Imported_or_Domestic_Car_index_40_MEAN,0.0,2
POLICY_Insurance_Coverage_55J_MEAN,13353486016.0,2
POLICY_Insurance_Coverage_05E_MEAN,14858812032.0,2
POLICY_Insurance_Coverage_01A_MEAN,2965321056.0,2
POLICY_Policy_days_from_dbirth_MEAN,47837266848.0,2
POLICY_Insurance_Coverage_16G_MEAN,2513583256.0,2
POLICY_Insurance_Coverage_06F_MEAN,0.0,2
POLICY_Policy_days_from_ibirth_MEAN,43593457472.0,2
POLICY_Imported_or_Domestic_Car_index_90_MEAN,0.0,2
POLICY_iply_area_area_12_MEAN,0.0,2
POLICY_Insurance_Coverage_15F_MEAN,0.0,2
POLICY_Insurance_Coverage_15O_MEAN,3001692560.0,2
POLICY_Insurance_Coverage_65K_MEAN,0.0,2
POLICY_Insurance_Coverage_27I_MEAN,0.0,2
POLICY_iply_area_area_2_MEAN,4990923960.0,2
POLICY_Manafactured_Year_and_Month_diff_MAX,461402000.0,2
POLICY_qpt_MAX,16798334240.0,2
POLICY_qpt_MEAN,0.0,2
POLICY_Insurance_Coverage_41N_MEAN,0.0,2
POLICY_Multiple_Products_with_TmNewa_(Yes_or_No?)_MAX,1613050092.0,2
POLICY_Multiple_Products_with_TmNewa_(Yes_or_No?)_MEAN,2503374336.0,2
POLICY_Multiple_Products_with_TmNewa_(Yes_or_No?)_SUM,33809600372.0,2
POLICY_Insurance_Coverage_07P_MEAN,0.0,2
POLICY_Insurance_Coverage_33O_MEAN,0.0,2
POLICY_iply_area_area_16_MEAN,0.0,2
POLICY_Imported_or_Domestic_Car_index_50_MEAN,0.0,2
POLICY_fassured_cat_1_MEAN,0.0,2
POLICY_Engine_Displacement_(Cubic_Centimeter)_MAX,67122295456.0,2
POLICY_Insurance_Coverage_29K_MEAN,2631512440.0,2
POLICY_Insurance_Coverage_41E_MEAN,0.0,2
POLICY_Insurance_Coverage_47B_MEAN,0.0,2
POLICY_Insurance_Coverage_25G_MEAN,0.0,2
POLICY_pdmg_acc_MAX,36744040712.0,2
POLICY_pdmg_acc_MEAN,4225631040.0,2
POLICY_Main_Insurance_Coverage_Group_車責_MEAN,27464492200.0,2
POLICY_Insurance_Coverage_04M_MEAN,7533167136.0,2
POLICY_Insurance_Coverage_08H_MEAN,590281024.0,2
POLICY_Insurance_Coverage_16P_MEAN,650126108.0,2
POLICY_Insurance_Coverage_09@_MEAN,18874398912.0,2
POLICY_Replacement_cost_of_insured_vehicle_MAX,201074871108.0,2
POLICY_Replacement_cost_of_insured_vehicle_MEAN,574694016.0,2
POLICY_Replacement_cost_of_insured_vehicle_SUM,116925888664.0,2
POLICY_Insurance_Coverage_02K_MEAN,6576081024.0,2
POLICY_iply_area_area_4_MEAN,0.0,2
POLICY_Insurance_Coverage_40M_MEAN,0.0,2
POLICY_Insurance_Coverage_57L_MEAN,31603100.0,2
POLICY_Insurance_Coverage_51O_MEAN,0.0,2
POLICY_Insurance_Coverage_20K_MEAN,3211000064.0,2
POLICY_iply_area_area_9_MEAN,0.0,2
POLICY_COUNT,3840018932.0,2
POLICY_CURR_New_Insured_Amount_max_MAX,0.0,2
POLICY_CURR_New_Insured_Amount_max_MEAN,1184950016.0,2
POLICY_CURR_New_Insured_Amount_max_SUM,0.0,2
POLICY_CURR_Insured_Amount1_MAX,0.0,2
POLICY_CURR_Insured_Amount1_MEAN,12002196864.0,2
POLICY_CURR_Insured_Amount1_SUM,1290765952.0,2
POLICY_CURR_Deductible_calc_MAX,0.0,2
POLICY_CURR_Deductible_calc_MEAN,6501557024.0,2
POLICY_CURR_Deductible_calc_SUM,13633172000.0,2
POLICY_CURR_Insured_Amount3_MAX,0.0,2
POLICY_CURR_Insured_Amount3_MEAN,0.0,2
POLICY_CURR_Insured_Amount3_SUM,0.0,2
POLICY_CURR_Insured_to_Premium_ratio_MAX,68373607292.0,2
POLICY_CURR_Insured_to_Premium_ratio_MEAN,41811377340.0,2
POLICY_CURR_Insured_Amount2_MAX,0.0,2
POLICY_CURR_Insured_Amount2_MEAN,2564015552.0,2
POLICY_CURR_Insured_Amount2_SUM,479282200.0,2
POLICY_CURR_Premium_MAX,0.0,2
POLICY_CURR_Premium_MEAN,14581058624.0,2
POLICY_CURR_Premium_SUM,7193141542876.0,2
POLICY_EX_00I_Premium_MAX,34123944592.0,2
POLICY_EX_00I_Premium_SUM,40035679288.0,2
POLICY_EX_55J_Premium_MAX,23677150176.0,2
POLICY_EX_55J_Premium_SUM,94569494040.0,2
POLICY_EX_02K_Premium_MAX,31934207968.0,2
POLICY_EX_02K_Premium_SUM,149323994220.0,2
POLICY_EX_45@_Premium_MAX,10796706440.0,2
POLICY_EX_45@_Premium_SUM,435931852108.0,2
POLICY_EX_04M_Premium_MAX,170057041524.0,2
POLICY_EX_04M_Premium_SUM,1318788143336.0,2
POLICY_EX_14N_Premium_MAX,0.0,2
POLICY_EX_14N_Premium_SUM,274595114880.0,2
POLICY_EX_51O_Premium_MAX,102534346088.0,2
POLICY_EX_51O_Premium_SUM,1848919138136.0,2
POLICY_EX_16G_Premium_MAX,13905615036.0,2
POLICY_EX_16G_Premium_SUM,19285720028.0,2
POLICY_EX_16P_Premium_MAX,54164400.0,2
POLICY_EX_16P_Premium_SUM,63023826492.0,2
POLICY_EX_05N_Premium_MAX,8456751200.0,2
POLICY_EX_05N_Premium_SUM,1150741653532.0,2
CLAIM_Coverage_16P_MEAN,3217833780.0,2
CLAIM_Marital_Status_of_Driver_stat_2_MEAN,2667539992.0,2
CLAIM_Driver_days_from_accident_MEAN,19838296860.0,2
CLAIM_Cause_of_Loss_cause_2_MEAN,9204363040.0,2
CLAIM_Coverage_00I_MEAN,7848949872.0,2
CLAIM_Coverage_02K_MEAN,562272992.0,2
CLAIM_Driver's_Relationship_with_Insured_rls_4_MEAN,0.0,2
CLAIM_Coverage_20B_MEAN,530494608.0,2
CLAIM_Paid_Loss_Amount_MEAN,37424885740.0,2
CLAIM_Paid_Loss_Amount_MAX,43270665656.0,2
CLAIM_Paid_Loss_Amount_SUM,42851181628.0,2
CLAIM_Coverage_41E_MEAN,0.0,2
CLAIM_Coverage_45@_MEAN,236211008.0,2
CLAIM_Driver's_Gender_MEAN,0.0,2
CLAIM_Cause_of_Loss_cause_5_MEAN,0.0,2
CLAIM_Driver's_Relationship_with_Insured_rls_5_MEAN,7308850112.0,2
CLAIM_Nature_of_the_claim_MEAN,0.0,2
CLAIM_Nature_of_the_claim_MAX,0.0,2
CLAIM_At_Fault?_MAX,4857788040.0,2
CLAIM_At_Fault?_MEAN,530537984.0,2
CLAIM_At_Fault?_SUM,11634733272.0,2
CLAIM_paid_Expenses_Amount_MAX,6268240604.0,2
CLAIM_paid_Expenses_Amount_MEAN,5284915620.0,2
CLAIM_paid_Expenses_Amount_SUM,4034146968.0,2
CLAIM_Cause_of_Loss_cause_1_MEAN,613066976.0,2
CLAIM_Coverage_04M_MEAN,369825008.0,2
CLAIM_Driver's_Relationship_with_Insured_rls_1_MEAN,293855296.0,2
CLAIM_Driver's_Relationship_with_Insured_rls_2_MEAN,88941296.0,2
CLAIM_Deductible_MAX,160380992.0,2
CLAIM_number_of_claimants_MAX,2913481024.0,2
CLAIM_number_of_claimants_MEAN,5805998016.0,2
CLAIM_number_of_claimants_SUM,3832913372.0,2
CLAIM_Salvage_or_Subrogation?_MAX,1255889024.0,2
CLAIM_Salvage_or_Subrogation?_MEAN,1619546000.0,2
CLAIM_Salvage_or_Subrogation?_SUM,261282992.0,2
CLAIM_Driver_days_from_birth_MEAN,12537164624.0,2
CLAIM_Cause_of_Loss_cause_4_MEAN,4090108032.0,2
CLAIM_Coverage_07P_MEAN,628166992.0,2
CLAIM_Coverage_55J_MEAN,11947956848.0,2
CLAIM_Coverage_16G_MEAN,6964579824.0,2
CLAIM_Driver's_Relationship_with_Insured_rls_6_MEAN,0.0,2
CLAIM_Coverage_05E_MEAN,190052000.0,2
CLAIM_Coverage_51O_MEAN,176884000.0,2
CLAIM_Marital_Status_of_Driver_stat_1_MEAN,0.0,2
CLAIM_Driver's_Relationship_with_Insured_rls_3_MEAN,821278016.0,2
CLAIM_Cause_of_Loss_cause_0_MEAN,23650611480.0,2
CLAIM_Coverage_20K_MEAN,0.0,2
CLAIM_COUNT,487512000.0,2
CLAIM_NUNIQUE_COUNT,2516625984.0,2
POLICY_lia_class_MAX,20444062284.0,3
POLICY_lia_class_MEAN,0.0,3
POLICY_Insurance_Coverage_18@_MEAN,4623449888.0,3
POLICY_New_Insured_Amount_max_MAX,3646715136.0,3
POLICY_New_Insured_Amount_max_MEAN,42539860796.0,3
POLICY_New_Insured_Amount_max_SUM,14599687128.0,3
POLICY_Imported_or_Domestic_Car_index_20_MEAN,0.0,3
POLICY_Insurance_Coverage_26H_MEAN,0.0,3
POLICY_iply_area_area_14_MEAN,0.0,3
POLICY_Insurance_Coverage_29B_MEAN,4096630016.0,3
POLICY_Insurance_Coverage_20B_MEAN,0.0,3
POLICY_Main_Insurance_Coverage_Group_竊盜_MEAN,9713127904.0,3
POLICY_Insurance_Coverage_14N_MEAN,7194379904.0,3
POLICY_Insured_Amount1_MAX,1274512916.0,3
POLICY_Insured_Amount1_MEAN,45184973856.0,3
POLICY_Insured_Amount1_SUM,28032051352.0,3
POLICY_Insurance_Coverage_45@_MEAN,0.0,3
POLICY_Imported_or_Domestic_Car_index_10_MEAN,1098290048.0,3
POLICY_Insurance_Coverage_42F_MEAN,0.0,3
POLICY_iply_area_area_8_MEAN,72953400.0,3
POLICY_Deductible_calc_MAX,15082767272.0,3
POLICY_Deductible_calc_MEAN,8164140112.0,3
POLICY_Deductible_calc_SUM,18639348392.0,3
POLICY_Insured_Amount3_MAX,78655600.0,3
POLICY_Insured_Amount3_MEAN,0.0,3
POLICY_Insured_Amount3_SUM,22411763108.0,3
POLICY_Insurance_Coverage_03L_MEAN,94299104.0,3
POLICY_Insured_Amount2_MAX,1126321316.0,3
POLICY_Insured_Amount2_MEAN,6336901028.0,3
POLICY_Insured_Amount2_SUM,6721256424.0,3
POLICY_fassured_cat_0_MEAN,0.0,3
POLICY_iply_area_area_5_MEAN,0.0,3
POLICY_iply_area_area_0_MEAN,0.0,3
POLICY_Insurance_Coverage_00I_MEAN,9984476832.0,3
POLICY_Coverage_Deductible_if_applied_MAX,0.0,3
POLICY_Coverage_Deductible_if_applied_MEAN,6899693180.0,3
POLICY_Coverage_Deductible_if_applied_SUM,3402381984.0,3
POLICY_plia_acc_MAX,388315704.0,3
POLICY_plia_acc_MEAN,40152000.0,3
POLICY_Main_Insurance_Coverage_Group_車損_MEAN,16505828712.0,3
POLICY_iply_area_area_15_MEAN,0.0,3
POLICY_Imported_or_Domestic_Car_index_30_MEAN,803200000.0,3
POLICY_Insurance_Coverage_12L_MEAN,270503008.0,3
POLICY_Premium_MAX,3251467416.0,3
POLICY_Premium_MEAN,3749838120.0,3
POLICY_Premium_SUM,327150134784.0,3
POLICY_Insurance_Coverage_10A_MEAN,7477800192.0,3
POLICY_Insurance_Coverage_14E_MEAN,1219121704.0,3
POLICY_Insurance_Coverage_05N_MEAN,3939098312.0,3
POLICY_Insurance_Coverage_18I_MEAN,0.0,3
POLICY_Manafactured_Year_and_Month_MAX,6228614160.0,3
POLICY_Imported_or_Domestic_Car_index_40_MEAN,0.0,3
POLICY_Insurance_Coverage_55J_MEAN,316102016.0,3
POLICY_Insurance_Coverage_05E_MEAN,6037527812.0,3
POLICY_Insurance_Coverage_01A_MEAN,0.0,3
POLICY_Policy_days_from_dbirth_MEAN,16951239150.0,3
POLICY_Insurance_Coverage_16G_MEAN,962481984.0,3
POLICY_Insurance_Coverage_06F_MEAN,0.0,3
POLICY_Policy_days_from_ibirth_MEAN,69253842016.0,3
POLICY_Imported_or_Domestic_Car_index_90_MEAN,0.0,3
POLICY_iply_area_area_12_MEAN,0.0,3
POLICY_Insurance_Coverage_15F_MEAN,0.0,3
POLICY_Insurance_Coverage_15O_MEAN,197326000.0,3
POLICY_Insurance_Coverage_65K_MEAN,0.0,3
POLICY_Insurance_Coverage_27I_MEAN,0.0,3
POLICY_iply_area_area_2_MEAN,525831008.0,3
POLICY_Manafactured_Year_and_Month_diff_MAX,2096943944.0,3
POLICY_qpt_MAX,6715960192.0,3
POLICY_qpt_MEAN,0.0,3
POLICY_Insurance_Coverage_41N_MEAN,0.0,3
POLICY_Multiple_Products_with_TmNewa_(Yes_or_No?)_MAX,6840314464.0,3
POLICY_Multiple_Products_with_TmNewa_(Yes_or_No?)_MEAN,0.0,3
POLICY_Multiple_Products_with_TmNewa_(Yes_or_No?)_SUM,19001609208.0,3
POLICY_Insurance_Coverage_07P_MEAN,0.0,3
POLICY_Insurance_Coverage_33O_MEAN,0.0,3
POLICY_iply_area_area_16_MEAN,0.0,3
POLICY_Imported_or_Domestic_Car_index_50_MEAN,0.0,3
POLICY_fassured_cat_1_MEAN,0.0,3
POLICY_Engine_Displacement_(Cubic_Centimeter)_MAX,52623326672.0,3
POLICY_Insurance_Coverage_29K_MEAN,6944376960.0,3
POLICY_Insurance_Coverage_41E_MEAN,0.0,3
POLICY_Insurance_Coverage_47B_MEAN,0.0,3
POLICY_Insurance_Coverage_25G_MEAN,0.0,3
POLICY_pdmg_acc_MAX,31419516736.0,3
POLICY_pdmg_acc_MEAN,6564554016.0,3
POLICY_Main_Insurance_Coverage_Group_車責_MEAN,5341485204.0,3
