feature,importance,fold
POLICY_Insured_Amount1_MAX,11139.260345458984,2
POLICY_Policy_days_from_ibirth_MEAN,33376.645681381226,2
POLICY_Manafactured_Year_and_Month_diff_MAX,27568.743808746338,2
POLICY_Engine_Displacement_(Cubic_Centimeter)_MAX,8854.69038772583,2
POLICY_Imported_or_Domestic_Car_index_10_MEAN,9800.453300476074,2
POLICY_Policy_days_from_dbirth_MEAN,7985.726387023926,2
POLICY_lia_class_MAX,122772.02643871307,2
POLICY_Coverage_Deductible_if_applied_SUM,12379.691493034363,2
POLICY_Deductible_calc_MAX,24741.863655090332,2
POLICY_Deductible_calc_SUM,6325.858736038208,2
POLICY_Insured_Amount3_MAX,1113473.242362976,2
POLICY_Insured_Amount3_MEAN,92379.24555206299,2
POLICY_Insured_Amount3_SUM,15427.586288452148,2
POLICY_Replacement_cost_of_insured_vehicle_MAX,1593.6769065856934,2
POLICY_Replacement_cost_of_insured_vehicle_SUM,5250.516738891602,2
POLICY_Premium_MAX,16131.398615837097,2
POLICY_Premium_MEAN,25943.05637741089,2
POLICY_Premium_SUM,546452.4747123718,2
POLICY_pdmg_acc_MAX,145577.6578655243,2
POLICY_Main_Insurance_Coverage_Group_竊盜_MEAN,13202.723775863647,2
POLICY_qpt_MAX,16107.6510887146,2
POLICY_Insured_Amount2_MEAN,5160.797887802124,2
POLICY_plia_acc_MAX,41873.522468566895,2
POLICY_COUNT,38994.92102432251,2
POLICY_CURR_Deductible_calc_MEAN,85622.30075645447,2
POLICY_CURR_Insured_Amount1_MEAN,161539.19836902618,2
POLICY_CURR_Insured_Amount1_SUM,233370.69346618652,2
POLICY_CURR_Insured_Amount3_MAX,48012.47132873535,2
POLICY_CURR_Insured_Amount3_SUM,8455.68034362793,2
POLICY_CURR_Insured_Amount2_MAX,243589.60986328125,2
POLICY_CURR_Insured_Amount2_MEAN,479101.1665916443,2
POLICY_CURR_Insured_Amount2_SUM,184.09460067749023,2
POLICY_CURR_Premium_MAX,98655.76966667175,2
POLICY_CURR_Premium_MEAN,37161.572920799255,2
POLICY_CURR_Premium_SUM,4188832.4665613174,2
CLAIM_Coverage_16P_MEAN,30288.144596099854,2
CLAIM_Paid_Loss_Amount_MEAN,20878.6554813385,2
CLAIM_Paid_Loss_Amount_MAX,299658.3259296417,2
CLAIM_Paid_Loss_Amount_SUM,17064.221815109253,2
CLAIM_Coverage_20K_MEAN,37894.64288330078,2
POLICY_Insured_Amount1_MAX,13309.594881534576,3
POLICY_Policy_days_from_ibirth_MEAN,64551.47089481354,3
POLICY_Manafactured_Year_and_Month_diff_MAX,38589.69737529755,3
POLICY_Engine_Displacement_(Cubic_Centimeter)_MAX,21713.20144510269,3
POLICY_Imported_or_Domestic_Car_index_10_MEAN,122492.6198630333,3
POLICY_Policy_days_from_dbirth_MEAN,40307.539511203766,3
POLICY_lia_class_MAX,145685.79726457596,3
POLICY_Coverage_Deductible_if_applied_SUM,17226.515329360962,3
POLICY_Deductible_calc_MAX,30280.092435359955,3
POLICY_Deductible_calc_SUM,16943.106289863586,3
POLICY_Insured_Amount3_MAX,325257.07644462585,3
POLICY_Insured_Amount3_MEAN,31027.394632339478,3
POLICY_Insured_Amount3_SUM,18413.123331546783,3
POLICY_Replacement_cost_of_insured_vehicle_MAX,46116.182951927185,3
POLICY_Replacement_cost_of_insured_vehicle_SUM,18437.06325531006,3
POLICY_Premium_MAX,128948.04297590256,3
POLICY_Premium_MEAN,55324.62064599991,3
POLICY_Premium_SUM,1267613.165942192,3
POLICY_pdmg_acc_MAX,156872.36448335648,3
POLICY_Main_Insurance_Coverage_Group_竊盜_MEAN,12581.220332145691,3
POLICY_qpt_MAX,18656.784956932068,3
POLICY_Insured_Amount2_MEAN,22863.600375175476,3
POLICY_plia_acc_MAX,56615.71853160858,3
POLICY_COUNT,56013.0093626976,3
POLICY_CURR_Deductible_calc_MEAN,38807.76316738129,3
POLICY_CURR_Insured_Amount1_MEAN,1477216.2618865967,3
POLICY_CURR_Insured_Amount1_SUM,1224779.3778643608,3
POLICY_CURR_Insured_Amount3_MAX,21544.027806282043,3
POLICY_CURR_Insured_Amount3_SUM,133766.6190662384,3
POLICY_CURR_Insured_Amount2_MAX,5751823.640478134,3
POLICY_CURR_Insured_Amount2_MEAN,18827.337461471558,3
POLICY_CURR_Insured_Amount2_SUM,2555999.7846240997,3
POLICY_CURR_Premium_MAX,106518.85457801819,3
POLICY_CURR_Premium_MEAN,37019.493592739105,3
POLICY_CURR_Premium_SUM,4236247.550955534,3
CLAIM_Coverage_16P_MEAN,88597.86910915375,3
CLAIM_Paid_Loss_Amount_MEAN,32339.65531396866,3
CLAIM_Paid_Loss_Amount_MAX,1979054.386191845,3
CLAIM_Paid_Loss_Amount_SUM,255162.2186779976,3
CLAIM_Coverage_20K_MEAN,30980.438687324524,3
POLICY_Insured_Amount1_MAX,10021.491931915283,4
POLICY_Policy_days_from_ibirth_MEAN,36749.165464401245,4
POLICY_Manafactured_Year_and_Month_diff_MAX,25108.513449668884,4
POLICY_Engine_Displacement_(Cubic_Centimeter)_MAX,12271.73839378357,4
POLICY_Imported_or_Domestic_Car_index_10_MEAN,10486.766585350037,4
POLICY_Policy_days_from_dbirth_MEAN,8216.79662513733,4
POLICY_lia_class_MAX,114722.20208835602,4
POLICY_Coverage_Deductible_if_applied_SUM,14198.896134376526,4
POLICY_Deductible_calc_MAX,29244.16446495056,4
POLICY_Deductible_calc_SUM,12133.575406074524,4
POLICY_Insured_Amount3_MAX,262853.5743637085,4
POLICY_Insured_Amount3_MEAN,16366.434057235718,4
POLICY_Insured_Amount3_SUM,12181.406729698181,4
POLICY_Replacement_cost_of_insured_vehicle_MAX,1947.113802909851,4
POLICY_Replacement_cost_of_insured_vehicle_SUM,5945.002074241638,4
POLICY_Premium_MAX,30038.339876174927,4
POLICY_Premium_MEAN,34181.27855491638,4
POLICY_Premium_SUM,618415.8459787369,4
POLICY_pdmg_acc_MAX,149823.48774051666,4
POLICY_Main_Insurance_Coverage_Group_竊盜_MEAN,8701.17483329773,4
POLICY_qpt_MAX,15982.28009223938,4
POLICY_Insured_Amount2_MEAN,10657.979055404663,4
POLICY_plia_acc_MAX,66898.1129245758,4
POLICY_COUNT,35079.15264129639,4
POLICY_CURR_Deductible_calc_MEAN,229444.09410476685,4
POLICY_CURR_Insured_Amount1_MEAN,36048.39975166321,4
POLICY_CURR_Insured_Amount1_SUM,1210918.926498413,4
POLICY_CURR_Insured_Amount3_MAX,2474.7830333709717,4
POLICY_CURR_Insured_Amount3_SUM,5633.655815124512,4
POLICY_CURR_Insured_Amount2_MAX,351292.931640625,4
POLICY_CURR_Insured_Amount2_MEAN,27021.564390182495,4
POLICY_CURR_Insured_Amount2_SUM,1183304.9314975739,4
POLICY_CURR_Premium_MAX,80784.07196998596,4
POLICY_CURR_Premium_MEAN,11238.658414840698,4
POLICY_CURR_Premium_SUM,4190819.5546064377,4
CLAIM_Coverage_16P_MEAN,45037.925221443176,4
CLAIM_Paid_Loss_Amount_MEAN,55404.075057029724,4
CLAIM_Paid_Loss_Amount_MAX,172596.32191181183,4
CLAIM_Paid_Loss_Amount_SUM,166019.94078445435,4
CLAIM_Coverage_20K_MEAN,100542.61342048645,4
POLICY_Insured_Amount1_MAX,8504.590826034546,5
POLICY_Policy_days_from_ibirth_MEAN,45547.50849819183,5
POLICY_Manafactured_Year_and_Month_diff_MAX,27179.54570198059,5
POLICY_Engine_Displacement_(Cubic_Centimeter)_MAX,10282.76199054718,5
POLICY_Imported_or_Domestic_Car_index_10_MEAN,11862.754568099976,5
POLICY_Policy_days_from_dbirth_MEAN,7029.112394809723,5
POLICY_lia_class_MAX,145103.24731111526,5
POLICY_Coverage_Deductible_if_applied_SUM,12595.676176071167,5
POLICY_Deductible_calc_MAX,28663.66824913025,5
POLICY_Deductible_calc_SUM,9107.12675666809,5
POLICY_Insured_Amount3_MAX,427989.1030635834,5
POLICY_Insured_Amount3_MEAN,34008.295499801636,5
POLICY_Insured_Amount3_SUM,16715.59429168701,5
POLICY_Replacement_cost_of_insured_vehicle_MAX,4495.87682056427,5
POLICY_Replacement_cost_of_insured_vehicle_SUM,11807.810286521912,5
POLICY_Premium_MAX,27477.00831413269,5
POLICY_Premium_MEAN,28466.237760543823,5
POLICY_Premium_SUM,627452.9751691818,5
POLICY_pdmg_acc_MAX,145944.96132946014,5
POLICY_Main_Insurance_Coverage_Group_竊盜_MEAN,13309.152238845825,5
POLICY_qpt_MAX,16080.545991897583,5
POLICY_Insured_Amount2_MEAN,21598.973967552185,5
POLICY_plia_acc_MAX,29098.132654190063,5
POLICY_COUNT,55965.35205078125,5
POLICY_CURR_Deductible_calc_MEAN,26517.14835166931,5
POLICY_CURR_Insured_Amount1_MEAN,286126.17582416534,5
POLICY_CURR_Insured_Amount1_SUM,69220.23864841461,5
POLICY_CURR_Insured_Amount3_MAX,87188.33622169495,5
POLICY_CURR_Insured_Amount3_SUM,29609.763048171997,5
POLICY_CURR_Insured_Amount2_MAX,209541.69873046875,5
POLICY_CURR_Insured_Amount2_MEAN,13631.415462493896,5
POLICY_CURR_Insured_Amount2_SUM,2071941.069278717,5
POLICY_CURR_Premium_MAX,97155.34124565125,5
POLICY_CURR_Premium_MEAN,17106.931064605713,5
POLICY_CURR_Premium_SUM,4161469.8098068237,5
CLAIM_Coverage_16P_MEAN,2479.8302783966064,5
CLAIM_Paid_Loss_Amount_MEAN,46324.197140693665,5
CLAIM_Paid_Loss_Amount_MAX,587406.1992988586,5
CLAIM_Paid_Loss_Amount_SUM,15331.79478931427,5
CLAIM_Coverage_20K_MEAN,109.07040023803711,5
